months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
220,42,08-08-94,IN,100/300,1000,1281.72,0,619811,MALE,College,farming-fishing,hiking,other-relative,13-02-15,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,NO,0,2,YES,47740,N
85,30,09-12-01,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,20-02-15,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,YES,2,1,YES,58960,N
266,46,14-03-90,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,08-01-15,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,NO,1,2,?,2160,N
41,26,28-03-06,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,28-02-15,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,YES,1,1,?,6890,N
316,45,23-12-13,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,12-02-15,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,NO,2,0,YES,78870,N
285,47,30-09-91,IN,100/300,1000,1216.68,0,610989,FEMALE,Masters,sales,basketball,other-relative,06-01-15,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,NO,1,1,NO,2700,N
379,54,27-12-01,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,15-02-15,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,?,0,1,NO,75960,N
15,34,07-04-05,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sales,video-games,other-relative,20-01-15,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,YES,1,3,?,75570,Y
354,48,08-04-03,IL,500/1000,2000,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,03-01-15,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,?,2,3,YES,90240,N
342,53,14-11-05,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,26-01-15,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,?,0,0,NO,80960,N
169,38,07-01-05,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,25-01-15,Total Loss,Other,VA,Riverwood,3508 Washington St,12,NO,1,3,YES,79080,N
339,49,14-02-94,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,18-01-15,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,NO,0,3,NO,6820,N
259,42,23-01-96,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,12-01-15,Total Loss,Fire,WV,Northbend,8897 Sky St,17,NO,1,2,YES,62590,N
65,23,12-12-99,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,15-01-15,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,NO,1,0,YES,52400,Y
254,46,15-07-04,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,10-01-15,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,?,1,3,YES,63580,N
440,55,07-11-12,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,23-01-15,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,YES,2,1,NO,61400,N
478,63,29-06-09,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,21-02-15,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,YES,1,3,NO,4700,Y
230,44,26-06-00,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,17-02-15,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,NO,0,2,YES,74140,N
138,30,09-01-02,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,06-01-15,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,?,2,2,NO,83160,N
239,41,11-11-13,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,18-02-15,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,?,0,2,YES,10790,N
93,31,14-01-08,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,17-02-15,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,YES,1,3,NO,48070,N
37,25,04-03-03,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,24-01-15,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,YES,0,0,YES,51030,N
254,40,07-06-94,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,21-01-15,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,YES,0,1,?,43280,Y
131,29,04-07-13,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,03-02-15,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,?,1,3,NO,76400,N
230,43,30-06-02,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,07-01-15,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,?,0,2,?,75460,N
313,50,30-06-04,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,02-02-15,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,YES,2,1,YES,69000,Y
210,38,19-12-98,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,13-01-15,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,?,1,2,NO,8640,N
101,29,31-08-14,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,28-02-15,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,?,2,1,?,67210,N
153,37,10-11-05,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,16-01-15,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,?,0,3,NO,42500,N
337,53,04-05-00,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,01-02-15,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,YES,0,1,NO,86400,N
360,51,26-11-01,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,30-01-15,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,YES,2,2,?,4620,Y
428,53,06-05-14,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,16-02-15,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,YES,2,2,NO,6930,N
204,40,27-01-91,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,07-01-15,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,YES,1,2,YES,41700,N
364,51,28-04-92,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,10-01-15,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,YES,2,1,NO,77330,Y
185,35,04-03-00,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,31-01-15,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,?,2,3,YES,4950,N
63,26,12-10-95,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,13-02-15,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,NO,0,2,YES,5160,N
210,35,25-04-14,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,22-02-15,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,NO,2,1,?,24570,Y
194,38,26-01-11,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,08-01-15,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,?,1,0,?,53680,N
294,49,26-01-96,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,04-02-15,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,YES,1,1,YES,42900,N
272,41,08-04-91,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,04-02-15,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,NO,0,0,NO,84100,Y
27,27,29-06-02,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,26-02-15,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,?,1,3,?,61560,N
251,39,09-04-99,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,08-01-15,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,YES,0,0,?,44240,N
180,33,19-04-09,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,15-02-15,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,?,2,3,YES,57700,N
392,50,22-08-91,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,14-01-15,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,NO,2,2,YES,108030,N
143,30,28-11-91,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,12-01-15,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,NO,2,0,YES,54300,N
371,54,27-04-12,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,18-01-15,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,?,1,2,?,32280,Y
292,42,04-03-07,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,15-01-15,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,YES,1,1,NO,84600,N
165,35,31-12-12,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,24-02-15,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,NO,1,3,YES,69700,N
158,33,21-12-13,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,07-02-15,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,NO,0,1,NO,36400,N
241,39,28-04-05,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,22-02-15,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,NO,0,2,YES,37520,N
103,33,17-09-94,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,19-01-15,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,NO,2,3,?,79090,N
402,54,16-08-03,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,28-02-15,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,NO,0,2,YES,67770,Y
102,32,02-09-14,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,04-02-15,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,NO,1,0,NO,47400,Y
182,40,12-12-11,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,17-02-15,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,YES,0,2,?,71100,N
282,46,17-08-91,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,17-02-15,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,?,2,2,NO,69400,N
222,39,29-02-04,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,17-01-15,Major Damage,Other,SC,Northbrook,1956 Apache St,9,YES,2,1,?,55000,Y
415,52,22-02-15,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,02-02-15,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,YES,1,3,YES,51090,N
51,34,25-12-13,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,12-02-15,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,?,2,3,NO,64200,Y
255,45,13-10-90,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,04-01-15,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,NO,2,0,YES,67320,N
143,31,05-07-14,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,21-02-15,Major Damage,Other,NC,Arlington,7609 Rock St,21,YES,2,0,?,76120,N
130,28,25-11-91,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,23-01-15,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,YES,2,1,NO,85020,N
242,41,02-10-90,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,12-02-15,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,NO,0,1,?,68090,N
96,27,17-02-09,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,23-01-15,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,?,1,2,NO,6030,N
180,35,17-07-05,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,10-02-15,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,?,1,3,NO,5100,N
150,30,12-03-94,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,10-01-15,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,YES,1,3,YES,4590,N
463,59,03-08-94,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,12-02-15,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,?,1,2,NO,72400,Y
472,64,25-08-12,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,21-02-15,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,NO,2,3,NO,70900,N
75,25,02-12-11,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,18-01-15,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,?,2,3,YES,65100,N
193,40,25-02-05,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,28-02-15,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,?,2,1,YES,64260,N
43,43,07-11-97,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,19-01-15,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,?,2,1,?,79970,Y
253,41,20-04-04,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,11-01-15,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,NO,2,0,?,56610,N
152,30,17-11-09,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,11-02-15,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,YES,1,1,?,84590,Y
160,38,19-09-09,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,09-01-15,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,NO,2,1,YES,66780,N
56,36,08-11-09,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,20-01-15,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,YES,1,2,YES,58500,N
286,41,12-09-01,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,26-02-15,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,?,2,0,NO,5000,N
3,29,27-11-92,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,02-02-15,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,?,2,1,?,5000,Y
286,41,07-12-98,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,04-01-15,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,?,1,3,YES,54450,N
239,38,25-08-90,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,19-02-15,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,NO,1,3,?,61920,N
64,29,22-10-11,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,12-01-15,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,?,1,2,NO,43700,Y
98,31,01-02-90,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,24-01-15,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,?,2,0,?,64080,N
16,35,27-11-90,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,17-02-15,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,NO,2,1,?,55000,Y
70,27,16-07-04,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,13-01-15,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,NO,2,3,?,4400,N
75,27,10-12-93,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,28-02-15,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,?,0,1,YES,71640,N
246,44,08-03-95,OH,100/300,1000,1397,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,03-01-15,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,NO,1,0,NO,61740,N
110,27,03-08-09,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,05-02-15,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,?,0,3,?,57500,N
236,39,03-11-96,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,01-01-15,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,YES,0,0,?,8700,N
267,46,09-08-04,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,06-01-15,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,NO,2,1,?,77100,N
463,57,20-07-91,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,03-02-15,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,NO,2,0,YES,59400,N
303,46,14-01-05,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,12-02-15,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,NO,1,0,NO,54890,N
137,30,16-12-11,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,16-02-15,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,?,2,1,?,74030,N
56,42,07-07-96,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,25-02-15,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,?,1,2,YES,61490,N
75,27,05-08-92,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,21-01-15,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,NO,0,2,YES,79560,N
131,33,09-10-90,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,28-01-15,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,?,0,1,NO,4900,N
153,34,27-02-94,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,27-02-15,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,?,1,0,NO,77770,N
255,43,06-05-07,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,10-02-15,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,?,2,2,?,74700,Y
103,26,21-04-14,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,18-01-15,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,NO,2,2,?,40600,N
97,28,11-02-10,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,13-01-15,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,?,1,0,?,45270,N
214,36,04-06-00,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,31-01-15,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,NO,0,3,?,47080,N
438,57,05-10-91,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,15-01-15,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,?,0,0,NO,40700,Y
87,27,03-01-04,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,13-02-15,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,?,2,1,YES,34650,N
27,28,23-07-92,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,13-02-15,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,?,2,0,?,3200,N
206,42,10-10-93,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,03-01-15,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,?,1,1,NO,78980,Y
127,31,09-07-02,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,13-01-15,Minor Damage,None,SC,Riverwood,3028 5th St,10,YES,1,0,NO,6160,N
422,60,14-11-10,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,14-02-15,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,YES,1,1,NO,85250,N
303,50,03-03-97,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,20-01-15,Major Damage,Fire,SC,Springfield,9751 Tree St,1,YES,1,2,NO,72840,N
228,40,01-03-97,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,18-01-15,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,?,0,2,NO,6050,N
239,39,18-08-90,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,03-01-15,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,NO,2,3,YES,87890,Y
330,47,28-05-14,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,01-03-15,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,?,0,2,YES,60500,Y
128,35,22-07-04,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,01-01-15,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,?,2,1,NO,88220,N
147,37,02-08-09,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,29-01-15,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,NO,1,2,NO,53680,N
287,45,05-07-07,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,10-01-15,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,NO,0,2,NO,53800,N
142,29,24-01-10,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,29-01-15,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,YES,1,2,NO,54360,Y
162,35,15-05-00,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,20-02-15,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,YES,0,3,YES,54340,N
140,35,21-03-08,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,21-01-15,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,?,0,2,YES,2860,Y
106,28,07-05-90,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,18-01-15,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,YES,2,1,YES,5490,N
292,45,05-02-91,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,09-01-15,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,NO,0,2,?,7370,N
34,34,19-03-92,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,13-01-15,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,?,1,0,NO,50800,Y
290,48,24-04-13,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,video-games,not-in-family,13-02-15,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,?,1,1,?,41520,N
182,38,10-04-09,OH,500/1000,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,movies,husband,08-01-15,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,?,2,3,YES,89650,N
362,55,01-12-08,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,17-02-15,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,NO,0,3,NO,39690,N
143,32,05-07-00,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,15-01-15,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,?,2,0,NO,62260,N
183,38,11-06-14,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,24-01-15,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,NO,0,1,YES,51920,Y
254,40,23-04-95,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,28-02-15,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,?,2,2,?,53460,N
249,43,16-09-90,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,adm-clerical,golf,not-in-family,16-02-15,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,YES,2,1,YES,57100,N
169,36,11-12-98,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,yachting,unmarried,09-02-15,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,NO,2,3,?,77440,N
235,40,09-10-95,IL,500/1000,500,1398.94,0,613399,MALE,College,craft-repair,bungie-jumping,husband,24-01-15,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,NO,1,2,NO,68300,N
112,32,21-12-99,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,base-jumping,other-relative,11-02-15,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,4,?,0,2,?,5060,N
16,32,28-07-02,IL,100/300,1000,968.46,0,615767,MALE,MD,tech-support,chess,not-in-family,27-01-15,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,?,0,2,?,59400,Y
128,31,03-08-93,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,19-01-15,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,NO,0,2,?,69930,Y
103,27,16-12-07,IN,100/300,1000,1537.33,0,468470,FEMALE,College,handlers-cleaners,board-games,husband,20-02-15,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,YES,1,1,NO,77700,N
356,54,10-02-08,OH,500/1000,500,912.3,0,461383,MALE,College,prof-specialty,yachting,wife,10-01-15,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,NO,2,1,?,68750,Y
